customer_id,purchase_date,purchase_value,days_since_last_purchase,days_since_first_purchase,time_period,campaign_exposure,customer_segment,acquisition_channel,demographics
10089,2023-01-15,75.34,0,14,0,0,High-End Luxury,Referral,Young Adult
10089,2023-01-25,96.51,10,24,0,0,Mid-Luxury,Referral,Middle Age
10089,2023-01-29,339.99,4,28,0,0,High-End Luxury,Referral,Young Adult
10089,2023-02-18,83.74,20,48,0,0,Mid-Luxury,Referral,Young Adult
10090,2023-02-12,493.16,42,42,0,0,High-End Luxury,Referral,Middle Age
10091,2023-01-19,396.39,18,18,0,0,Entry-Luxury,Referral,Young Adult
10091,2023-02-21,138.61,33,51,0,0,Mid-Luxury,Referral,Senior
10091,2023-07-29,59.87,158,209,2,0,High-End Luxury,Paid Search,Middle Age
10091,2023-09-02,61.1,35,244,2,0,Entry-Luxury,Social Media,Middle Age
10091,2023-09-16,83.48,14,258,2,0,High-End Luxury,Organic,Young Adult
10091,2023-10-15,674.17,29,287,3,1,Mid-Luxury,Referral,Middle Age
10092,2023-01-02,229.26,1,1,0,0,High-End Luxury,Social Media,Young Adult
10092,2023-04-23,63.39,111,112,1,0,Entry-Luxury,Paid Search,Senior
10093,2023-01-31,306.87,30,30,0,0,High-End Luxury,Referral,Young Adult
10093,2023-02-04,0.84,4,34,0,0,High-End Luxury,Social Media,Middle Age
10093,2023-02-14,65.99,10,44,0,0,High-End Luxury,Referral,Young Adult
10094,2023-02-03,75.64,33,33,0,0,High-End Luxury,Social Media,Young Adult
10094,2023-02-03,11.44,0,33,0,0,Entry-Luxury,Referral,Young Adult
10094,2023-03-18,18.38,43,76,0,0,Mid-Luxury,Paid Search,Middle Age
10094,2023-04-06,222.0,19,95,1,0,Entry-Luxury,Organic,Middle Age
10094,2023-06-16,274.94,71,166,1,0,High-End Luxury,Organic,Middle Age
10094,2023-06-16,809.35,0,166,1,0,Mid-Luxury,Social Media,Young Adult
10094,2023-06-16,1178.35,0,166,1,0,High-End Luxury,Social Media,Young Adult
10095,2023-01-16,55.29,15,15,0,0,Mid-Luxury,Paid Search,Young Adult
10095,2023-01-26,402.04,10,25,0,0,Mid-Luxury,Referral,Young Adult
10095,2023-01-29,432.31,3,28,0,0,High-End Luxury,Organic,Middle Age
10095,2023-02-27,125.58,29,57,0,0,High-End Luxury,Social Media,Young Adult
10095,2023-03-27,124.72,28,85,0,0,Entry-Luxury,Organic,Middle Age
10095,2023-03-29,45.5,2,87,0,0,Mid-Luxury,Paid Search,Middle Age
10096,2023-03-05,188.17,63,63,0,0,High-End Luxury,Social Media,Young Adult
10096,2023-04-04,324.3,30,93,1,0,Mid-Luxury,Referral,Senior
10096,2023-04-20,252.04,16,109,1,0,Mid-Luxury,Organic,Middle Age
10096,2023-04-26,137.13,6,115,1,0,High-End Luxury,Social Media,Young Adult
10097,2023-01-26,39.47,25,25,0,0,Entry-Luxury,Organic,Young Adult
10097,2023-01-29,193.2,3,28,0,0,High-End Luxury,Referral,Young Adult
10097,2023-02-05,431.66,7,35,0,0,Mid-Luxury,Paid Search,Young Adult
10097,2023-03-22,71.31,45,80,0,0,Entry-Luxury,Social Media,Middle Age
10097,2023-07-02,239.35,102,182,2,0,High-End Luxury,Referral,Middle Age
10097,2023-07-02,212.34,0,182,2,0,High-End Luxury,Social Media,Middle Age
10098,2023-01-03,428.97,2,2,0,0,High-End Luxury,Paid Search,Senior
10098,2023-05-12,362.95,129,131,1,0,Mid-Luxury,Organic,Young Adult
10098,2023-05-24,6.1,12,143,1,0,Mid-Luxury,Paid Search,Senior
10098,2023-06-20,330.48,27,170,1,0,Mid-Luxury,Social Media,Young Adult
10098,2023-10-02,6.33,104,274,3,1,High-End Luxury,Social Media,Middle Age
10098,2023-10-03,87.52,1,275,3,0,High-End Luxury,Social Media,Young Adult
10098,2023-11-10,111.54,38,313,3,0,Mid-Luxury,Paid Search,Young Adult
10098,2024-01-18,79.14,69,382,4,1,Mid-Luxury,Referral,Middle Age
10098,2024-01-23,19.95,5,387,4,1,Entry-Luxury,Social Media,Senior
10099,2023-01-01,190.37,0,0,0,0,High-End Luxury,Paid Search,Young Adult
10099,2023-01-21,97.98,20,20,0,0,Entry-Luxury,Paid Search,Young Adult
10099,2023-01-25,220.44,4,24,0,0,Mid-Luxury,Organic,Middle Age
10099,2023-01-25,85.09,0,24,0,0,Mid-Luxury,Referral,Young Adult
10100,2023-01-16,56.43,15,15,0,0,High-End Luxury,Paid Search,Middle Age
10100,2023-03-06,276.76,49,64,0,0,Entry-Luxury,Paid Search,Young Adult
10100,2023-04-13,134.52,38,102,1,0,High-End Luxury,Social Media,Middle Age
10100,2023-05-12,688.88,29,131,1,0,High-End Luxury,Referral,Middle Age
10100,2023-05-16,62.71,4,135,1,0,Mid-Luxury,Organic,Young Adult
10100,2023-06-10,561.25,25,160,1,0,Mid-Luxury,Referral,Young Adult
10100,2023-06-10,43.1,0,160,1,0,Mid-Luxury,Social Media,Senior
10100,2023-07-03,77.47,23,183,2,1,Entry-Luxury,Paid Search,Young Adult
10101,2023-02-05,276.43,35,35,0,0,High-End Luxury,Paid Search,Young Adult
10102,2023-02-03,258.99,33,33,0,0,High-End Luxury,Social Media,Middle Age
10102,2023-02-07,83.39,4,37,0,0,Mid-Luxury,Paid Search,Young Adult
10102,2023-02-14,40.98,7,44,0,0,High-End Luxury,Referral,Middle Age
10102,2023-03-13,108.37,27,71,0,0,Mid-Luxury,Paid Search,Middle Age
10102,2023-03-24,146.25,11,82,0,0,Entry-Luxury,Referral,Senior
10103,2023-02-07,90.28,37,37,0,0,High-End Luxury,Social Media,Middle Age
10103,2023-02-25,52.8,18,55,0,0,Mid-Luxury,Referral,Middle Age
10103,2023-02-28,180.17,3,58,0,0,Mid-Luxury,Paid Search,Young Adult
10103,2023-03-15,52.55,15,73,0,0,High-End Luxury,Organic,Young Adult
10103,2023-03-30,138.65,15,88,0,0,Mid-Luxury,Social Media,Young Adult
10103,2023-05-16,171.41,47,135,1,0,High-End Luxury,Organic,Young Adult
10103,2023-05-22,224.17,6,141,1,0,Mid-Luxury,Organic,Young Adult
10103,2023-10-21,103.08,152,293,3,1,High-End Luxury,Paid Search,Middle Age
10104,2023-01-19,25.54,18,18,0,0,Mid-Luxury,Referral,Young Adult
10104,2023-03-19,105.93,59,77,0,0,Mid-Luxury,Referral,Young Adult
10105,2023-01-25,317.85,24,24,0,0,Mid-Luxury,Social Media,Young Adult
10105,2023-02-11,290.37,17,41,0,0,High-End Luxury,Paid Search,Young Adult
10105,2023-05-15,56.89,93,134,1,0,Entry-Luxury,Referral,Middle Age
10105,2023-05-21,218.76,6,140,1,0,Mid-Luxury,Referral,Young Adult
10106,2023-01-04,58.15,3,3,0,0,High-End Luxury,Paid Search,Young Adult
10106,2023-02-08,64.68,35,38,0,0,High-End Luxury,Organic,Young Adult
10107,2023-01-07,30.45,6,6,0,0,High-End Luxury,Referral,Young Adult
10107,2023-02-11,10.52,35,41,0,0,Mid-Luxury,Paid Search,Middle Age
10107,2023-02-14,186.1,3,44,0,0,Mid-Luxury,Organic,Young Adult
10108,2023-04-17,411.01,106,106,1,0,Entry-Luxury,Organic,Middle Age
10108,2023-05-15,104.76,28,134,1,0,High-End Luxury,Organic,Middle Age
10108,2023-08-13,8.81,90,224,2,0,High-End Luxury,Organic,Middle Age
10109,2023-02-11,479.94,41,41,0,0,High-End Luxury,Paid Search,Young Adult
10110,2023-01-29,155.43,28,28,0,0,High-End Luxury,Social Media,Middle Age
10110,2023-02-17,84.77,19,47,0,0,Entry-Luxury,Paid Search,Young Adult
10110,2023-05-07,391.96,79,126,1,0,Mid-Luxury,Referral,Middle Age
10110,2023-06-09,82.89,33,159,1,0,High-End Luxury,Organic,Young Adult
10110,2023-07-18,152.95,39,198,2,0,High-End Luxury,Organic,Young Adult
10110,2023-09-11,95.6,55,253,2,1,High-End Luxury,Social Media,Young Adult
10110,2023-10-02,477.23,21,274,3,1,High-End Luxury,Organic,Middle Age
10110,2023-10-16,318.17,14,288,3,0,High-End Luxury,Social Media,Young Adult
10111,2023-01-02,287.35,1,1,0,0,Entry-Luxury,Paid Search,Young Adult
10111,2023-01-03,14.12,1,2,0,0,High-End Luxury,Organic,Young Adult
10111,2023-03-15,173.81,71,73,0,0,Mid-Luxury,Paid Search,Young Adult
10111,2023-03-19,162.99,4,77,0,0,Entry-Luxury,Paid Search,Young Adult
10111,2023-05-05,70.18,47,124,1,0,High-End Luxury,Organic,Young Adult
10112,2023-02-05,10.5,35,35,0,0,Entry-Luxury,Paid Search,Young Adult
10112,2023-02-15,125.54,10,45,0,0,Mid-Luxury,Social Media,Young Adult
10112,2023-04-05,109.7,49,94,1,0,Entry-Luxury,Social Media,Young Adult
10112,2023-04-17,92.27,12,106,1,0,Entry-Luxury,Organic,Young Adult
10112,2023-05-09,306.25,22,128,1,0,High-End Luxury,Referral,Young Adult
10112,2023-06-13,156.07,35,163,1,0,High-End Luxury,Referral,Young Adult
10112,2023-07-20,49.72,37,200,2,0,Mid-Luxury,Paid Search,Young Adult
10112,2023-08-11,520.9,22,222,2,0,High-End Luxury,Organic,Senior
10112,2023-08-12,163.77,1,223,2,0,Mid-Luxury,Social Media,Middle Age
10113,2023-01-11,722.95,10,10,0,0,Mid-Luxury,Organic,Young Adult
10113,2023-01-14,307.48,3,13,0,0,Entry-Luxury,Organic,Young Adult
10113,2023-01-18,135.78,4,17,0,0,Entry-Luxury,Paid Search,Young Adult
10114,2023-02-02,37.71,32,32,0,0,High-End Luxury,Social Media,Young Adult
10114,2023-02-25,355.51,23,55,0,0,High-End Luxury,Social Media,Young Adult
10114,2023-04-22,34.84,56,111,1,0,Entry-Luxury,Social Media,Middle Age
10115,2023-01-10,4.54,9,9,0,0,Mid-Luxury,Organic,Young Adult
10115,2023-02-05,725.24,26,35,0,0,Mid-Luxury,Referral,Young Adult
10115,2023-02-15,233.36,10,45,0,0,High-End Luxury,Referral,Middle Age
10116,2023-01-02,112.55,1,1,0,0,High-End Luxury,Paid Search,Middle Age
10116,2023-01-19,75.29,17,18,0,0,Mid-Luxury,Paid Search,Middle Age
10116,2023-01-31,32.99,12,30,0,0,Mid-Luxury,Organic,Young Adult
10116,2023-02-17,31.73,17,47,0,0,Mid-Luxury,Social Media,Young Adult
10116,2023-03-16,50.38,27,74,0,0,Entry-Luxury,Referral,Middle Age
10117,2023-01-12,238.82,11,11,0,0,High-End Luxury,Paid Search,Middle Age
10117,2023-02-25,264.97,44,55,0,0,Mid-Luxury,Paid Search,Young Adult
10117,2023-02-28,16.7,3,58,0,0,High-End Luxury,Organic,Middle Age
10117,2023-03-27,349.66,27,85,0,0,Mid-Luxury,Organic,Middle Age
10117,2023-05-08,33.56,42,127,1,0,High-End Luxury,Social Media,Young Adult
10117,2023-06-11,43.7,34,161,1,0,Entry-Luxury,Social Media,Middle Age
10118,2023-01-17,223.62,16,16,0,0,High-End Luxury,Organic,Middle Age
10118,2023-02-15,305.72,29,45,0,0,High-End Luxury,Organic,Middle Age
10118,2023-03-16,116.69,29,74,0,0,Mid-Luxury,Organic,Young Adult
10119,2023-01-01,342.54,0,0,0,0,Entry-Luxury,Social Media,Young Adult
10119,2023-01-25,49.23,24,24,0,0,Entry-Luxury,Organic,Middle Age
10119,2023-01-26,899.09,1,25,0,0,High-End Luxury,Referral,Middle Age
10119,2023-03-27,8.24,60,85,0,0,Mid-Luxury,Organic,Young Adult
10120,2023-02-08,203.1,38,38,0,0,Mid-Luxury,Social Media,Young Adult
10120,2023-03-07,198.0,27,65,0,0,Entry-Luxury,Referral,Middle Age
10121,2023-03-20,46.52,78,78,0,0,High-End Luxury,Paid Search,Middle Age
10121,2023-05-20,27.47,61,139,1,0,Mid-Luxury,Organic,Middle Age
10121,2023-06-12,108.66,23,162,1,0,High-End Luxury,Referral,Young Adult
10121,2023-07-30,327.62,48,210,2,0,High-End Luxury,Referral,Middle Age
10121,2023-08-20,83.99,21,231,2,0,High-End Luxury,Social Media,Middle Age
10121,2023-08-30,108.14,10,241,2,0,High-End Luxury,Paid Search,Senior
10121,2023-09-22,39.54,23,264,2,0,Mid-Luxury,Paid Search,Senior
10122,2023-03-20,104.64,78,78,0,0,High-End Luxury,Referral,Young Adult
10122,2023-03-27,37.24,7,85,0,0,High-End Luxury,Organic,Middle Age
10123,2023-01-14,45.19,13,13,0,0,High-End Luxury,Paid Search,Young Adult
10123,2023-02-15,373.02,32,45,0,0,High-End Luxury,Paid Search,Young Adult
10124,2023-01-30,225.07,29,29,0,0,Entry-Luxury,Organic,Middle Age
10124,2023-02-13,364.32,14,43,0,0,High-End Luxury,Social Media,Middle Age
10125,2023-01-02,296.39,1,1,0,0,Mid-Luxury,Paid Search,Young Adult
10125,2023-01-14,380.96,12,13,0,0,Mid-Luxury,Paid Search,Middle Age
10125,2023-02-10,174.33,27,40,0,0,Mid-Luxury,Organic,Young Adult
10125,2023-02-12,285.9,2,42,0,0,Mid-Luxury,Referral,Middle Age
10125,2023-02-25,73.77,13,55,0,0,Mid-Luxury,Organic,Middle Age
10125,2023-03-10,766.59,13,68,0,0,Mid-Luxury,Referral,Young Adult
10126,2023-03-20,19.69,78,78,0,0,High-End Luxury,Social Media,Young Adult
10126,2023-04-09,304.55,20,98,1,0,Mid-Luxury,Referral,Young Adult
10126,2023-05-12,4.23,33,131,1,0,High-End Luxury,Paid Search,Middle Age
10126,2023-06-18,78.98,37,168,1,0,Mid-Luxury,Organic,Middle Age
10127,2023-02-06,334.21,36,36,0,0,Mid-Luxury,Organic,Young Adult
10127,2023-02-07,99.47,1,37,0,0,Mid-Luxury,Organic,Middle Age
10127,2023-02-12,42.37,5,42,0,0,Mid-Luxury,Social Media,Middle Age
10127,2023-03-16,795.39,32,74,0,0,High-End Luxury,Referral,Middle Age
10127,2023-04-05,121.31,20,94,1,0,High-End Luxury,Paid Search,Middle Age
10127,2023-04-12,68.21,7,101,1,0,Mid-Luxury,Organic,Middle Age
10127,2023-04-12,556.01,0,101,1,0,Mid-Luxury,Social Media,Young Adult
10128,2023-01-02,334.06,1,1,0,0,High-End Luxury,Paid Search,Middle Age
10128,2023-01-06,8.18,4,5,0,0,Entry-Luxury,Paid Search,Young Adult
10128,2023-02-26,135.1,51,56,0,0,Entry-Luxury,Paid Search,Young Adult
10128,2023-04-24,61.48,57,113,1,0,Mid-Luxury,Social Media,Young Adult
10129,2023-02-24,234.27,54,54,0,0,Mid-Luxury,Social Media,Young Adult
10129,2023-03-27,37.24,31,85,0,0,Mid-Luxury,Social Media,Young Adult
10129,2023-03-31,191.12,4,89,0,0,Entry-Luxury,Referral,Middle Age
10129,2023-04-08,159.0,8,97,1,0,High-End Luxury,Organic,Young Adult
10129,2023-04-10,256.56,2,99,1,0,High-End Luxury,Social Media,Young Adult
10130,2023-04-20,1091.44,109,109,1,0,Mid-Luxury,Paid Search,Young Adult
10130,2023-05-03,327.05,13,122,1,0,Entry-Luxury,Social Media,Middle Age
10130,2023-05-22,328.67,19,141,1,0,Entry-Luxury,Referral,Young Adult
10130,2023-06-19,104.9,28,169,1,0,Mid-Luxury,Paid Search,Senior
10130,2023-08-20,45.97,62,231,2,0,High-End Luxury,Organic,Young Adult
10130,2023-10-03,363.92,44,275,3,0,High-End Luxury,Paid Search,Young Adult
10131,2023-02-18,226.29,48,48,0,0,Mid-Luxury,Organic,Senior
10131,2023-05-30,172.72,101,149,1,0,Entry-Luxury,Organic,Middle Age
10131,2023-06-20,122.51,21,170,1,0,High-End Luxury,Social Media,Middle Age
10132,2023-01-15,192.0,14,14,0,0,High-End Luxury,Referral,Middle Age
10132,2023-01-28,750.67,13,27,0,0,High-End Luxury,Organic,Young Adult
10132,2023-03-19,24.74,50,77,0,0,Entry-Luxury,Referral,Young Adult
10132,2023-04-07,148.22,19,96,1,0,Mid-Luxury,Paid Search,Young Adult
10132,2023-04-30,28.91,23,119,1,0,High-End Luxury,Referral,Young Adult
10132,2023-06-02,3.27,33,152,1,0,Mid-Luxury,Paid Search,Senior
10133,2023-01-19,47.17,18,18,0,0,High-End Luxury,Paid Search,Middle Age
10133,2023-02-21,73.41,33,51,0,0,High-End Luxury,Social Media,Middle Age
10133,2023-05-19,28.37,87,138,1,0,High-End Luxury,Social Media,Middle Age
10133,2023-05-21,122.69,2,140,1,0,Mid-Luxury,Paid Search,Middle Age
10133,2023-06-18,199.62,28,168,1,0,Mid-Luxury,Social Media,Middle Age
10133,2023-07-01,161.8,13,181,2,0,Entry-Luxury,Organic,Middle Age
10134,2023-01-08,58.37,7,7,0,0,High-End Luxury,Referral,Middle Age
10134,2023-03-03,251.12,54,61,0,0,Mid-Luxury,Social Media,Middle Age
10134,2023-05-22,57.52,80,141,1,0,Entry-Luxury,Paid Search,Senior
10135,2023-02-03,62.61,33,33,0,0,Mid-Luxury,Paid Search,Young Adult
10135,2023-02-05,532.99,2,35,0,0,High-End Luxury,Paid Search,Middle Age
10135,2023-02-26,22.27,21,56,0,0,High-End Luxury,Organic,Middle Age
10135,2023-03-28,634.58,30,86,0,0,High-End Luxury,Social Media,Young Adult
10136,2023-01-09,65.79,8,8,0,0,High-End Luxury,Social Media,Middle Age
10136,2023-01-27,260.87,18,26,0,0,High-End Luxury,Social Media,Young Adult
10136,2023-06-05,132.75,129,155,1,0,High-End Luxury,Referral,Young Adult
10136,2023-07-30,72.04,55,210,2,0,Mid-Luxury,Social Media,Middle Age
10136,2023-08-09,245.25,10,220,2,1,Entry-Luxury,Social Media,Middle Age
10137,2023-01-20,501.18,19,19,0,0,Mid-Luxury,Organic,Middle Age
10137,2023-01-24,9.33,4,23,0,0,Mid-Luxury,Referral,Middle Age
10138,2023-03-16,170.6,74,74,0,0,High-End Luxury,Paid Search,Middle Age
10138,2023-04-13,212.94,28,102,1,0,Mid-Luxury,Referral,Middle Age
10139,2023-02-22,1112.34,52,52,0,0,High-End Luxury,Referral,Middle Age
10139,2023-03-10,101.43,16,68,0,0,Entry-Luxury,Social Media,Middle Age
10140,2023-01-22,199.6,21,21,0,0,Mid-Luxury,Paid Search,Young Adult
10140,2023-03-01,14.54,38,59,0,0,Mid-Luxury,Organic,Young Adult
10140,2023-03-11,8.01,10,69,0,0,Mid-Luxury,Organic,Middle Age
10140,2023-03-13,10.09,2,71,0,0,Mid-Luxury,Social Media,Middle Age
10141,2023-02-21,122.66,51,51,0,0,Entry-Luxury,Social Media,Young Adult
10141,2023-04-08,365.45,46,97,1,0,Entry-Luxury,Referral,Young Adult
10142,2023-01-30,300.16,29,29,0,0,Entry-Luxury,Organic,Young Adult
10142,2023-02-22,423.39,23,52,0,0,Mid-Luxury,Organic,Young Adult
10142,2023-04-22,293.71,59,111,1,0,High-End Luxury,Organic,Middle Age
10142,2023-04-22,11.89,0,111,1,0,Mid-Luxury,Paid Search,Middle Age
10142,2023-06-07,8.04,46,157,1,0,Entry-Luxury,Referral,Middle Age
10143,2023-02-10,128.46,40,40,0,0,Entry-Luxury,Organic,Senior
10143,2023-07-05,160.22,145,185,2,0,Mid-Luxury,Organic,Middle Age
10143,2023-10-12,116.2,99,284,3,0,Mid-Luxury,Referral,Young Adult
10143,2023-10-25,151.67,13,297,3,0,Mid-Luxury,Social Media,Middle Age
10143,2023-12-12,367.66,48,345,3,0,High-End Luxury,Social Media,Young Adult
10143,2023-12-18,73.18,6,351,3,0,Entry-Luxury,Organic,Middle Age
10143,2023-12-29,422.7,11,362,4,1,Mid-Luxury,Social Media,Young Adult
10143,2024-01-10,91.58,12,374,4,0,Mid-Luxury,Referral,Young Adult
10144,2023-01-07,26.92,6,6,0,0,Mid-Luxury,Referral,Young Adult
10144,2023-01-09,100.36,2,8,0,0,Mid-Luxury,Social Media,Senior
10144,2023-03-22,46.72,72,80,0,0,Mid-Luxury,Referral,Middle Age
10144,2023-03-23,49.82,1,81,0,0,Entry-Luxury,Paid Search,Young Adult
10144,2023-04-30,198.75,38,119,1,0,Entry-Luxury,Paid Search,Young Adult
10144,2023-05-30,27.12,30,149,1,0,Entry-Luxury,Organic,Young Adult
10145,2023-01-14,23.01,13,13,0,0,High-End Luxury,Social Media,Middle Age
10145,2023-01-26,172.07,12,25,0,0,Mid-Luxury,Social Media,Middle Age
10145,2023-02-03,267.84,8,33,0,0,Mid-Luxury,Referral,Senior
10145,2023-02-21,160.0,18,51,0,0,High-End Luxury,Paid Search,Young Adult
10146,2023-01-08,360.3,7,7,0,0,High-End Luxury,Paid Search,Middle Age
10146,2023-01-29,376.92,21,28,0,0,High-End Luxury,Organic,Young Adult
10146,2023-02-16,223.42,18,46,0,0,High-End Luxury,Paid Search,Senior
10146,2023-04-08,33.37,51,97,1,0,Entry-Luxury,Organic,Young Adult
10146,2023-04-09,1361.15,1,98,1,0,Entry-Luxury,Organic,Middle Age
10146,2023-04-16,53.2,7,105,1,0,High-End Luxury,Social Media,Middle Age
10146,2023-06-28,318.16,73,178,1,0,Mid-Luxury,Referral,Middle Age
10147,2023-01-16,221.05,15,15,0,0,High-End Luxury,Social Media,Young Adult
10147,2023-01-23,63.48,7,22,0,0,High-End Luxury,Organic,Young Adult
10147,2023-03-14,181.98,50,72,0,0,High-End Luxury,Organic,Middle Age
10147,2023-04-23,222.35,40,112,1,0,High-End Luxury,Organic,Middle Age
10147,2023-05-31,141.47,38,150,1,0,Mid-Luxury,Paid Search,Middle Age
10147,2023-07-08,100.56,38,188,2,0,High-End Luxury,Organic,Young Adult
10148,2023-02-16,17.58,46,46,0,0,High-End Luxury,Referral,Middle Age
10148,2023-02-27,57.15,11,57,0,0,High-End Luxury,Social Media,Senior
10148,2023-02-27,46.13,0,57,0,0,Entry-Luxury,Organic,Middle Age
10148,2023-02-28,483.43,1,58,0,0,Mid-Luxury,Organic,Young Adult
10149,2023-02-26,159.22,56,56,0,0,High-End Luxury,Social Media,Young Adult
10149,2023-03-20,131.96,22,78,0,0,Entry-Luxury,Organic,Young Adult
10149,2023-04-16,89.7,27,105,1,0,Entry-Luxury,Social Media,Middle Age
10149,2023-04-25,256.07,9,114,1,0,Mid-Luxury,Paid Search,Middle Age
10150,2023-01-08,230.32,7,7,0,0,Mid-Luxury,Social Media,Young Adult
10150,2023-05-04,98.44,116,123,1,0,Mid-Luxury,Organic,Middle Age
10150,2023-05-17,18.51,13,136,1,0,Entry-Luxury,Social Media,Middle Age
10150,2023-06-07,788.17,21,157,1,0,High-End Luxury,Paid Search,Middle Age
10150,2023-06-18,65.25,11,168,1,0,Mid-Luxury,Organic,Senior
10150,2023-06-23,73.58,5,173,1,0,Mid-Luxury,Referral,Senior
10151,2023-01-04,359.84,3,3,0,0,Mid-Luxury,Social Media,Middle Age
10151,2023-01-15,125.59,11,14,0,0,Mid-Luxury,Paid Search,Middle Age
10151,2023-01-15,61.38,0,14,0,0,Mid-Luxury,Referral,Young Adult
10151,2023-01-17,25.27,2,16,0,0,Entry-Luxury,Social Media,Young Adult
10151,2023-03-07,1208.83,49,65,0,0,Mid-Luxury,Social Media,Young Adult
10151,2023-04-06,18.01,30,95,1,0,Mid-Luxury,Referral,Young Adult
10151,2023-07-17,43.5,102,197,2,1,High-End Luxury,Paid Search,Middle Age
10151,2023-10-19,226.47,94,291,3,0,Entry-Luxury,Paid Search,Middle Age
10152,2023-04-10,954.31,99,99,1,0,Entry-Luxury,Organic,Middle Age
10152,2023-04-15,436.91,5,104,1,0,Mid-Luxury,Referral,Young Adult
10152,2023-05-15,134.43,30,134,1,0,Entry-Luxury,Referral,Young Adult
10152,2023-08-23,193.27,100,234,2,0,Mid-Luxury,Paid Search,Young Adult
10153,2023-01-21,7.11,20,20,0,0,Mid-Luxury,Paid Search,Young Adult
10153,2023-01-24,28.08,3,23,0,0,Mid-Luxury,Referral,Young Adult
10153,2023-02-07,623.13,14,37,0,0,Entry-Luxury,Social Media,Middle Age
10153,2023-02-14,41.95,7,44,0,0,High-End Luxury,Organic,Middle Age
10153,2023-04-27,234.44,72,116,1,0,Mid-Luxury,Organic,Middle Age
10153,2023-05-19,545.84,22,138,1,0,Mid-Luxury,Social Media,Senior
10153,2023-06-11,117.7,23,161,1,0,High-End Luxury,Social Media,Young Adult
10154,2023-01-08,223.26,7,7,0,0,High-End Luxury,Referral,Young Adult
10154,2023-01-17,71.16,9,16,0,0,Mid-Luxury,Social Media,Middle Age
10155,2023-02-02,254.87,32,32,0,0,High-End Luxury,Referral,Middle Age
10155,2023-04-04,10.38,61,93,1,0,Mid-Luxury,Paid Search,Middle Age
10156,2023-03-05,13.23,63,63,0,0,Mid-Luxury,Referral,Young Adult
10156,2023-03-15,56.7,10,73,0,0,Entry-Luxury,Referral,Young Adult
10156,2023-09-14,39.88,183,256,2,0,Entry-Luxury,Paid Search,Senior
10156,2023-10-27,144.19,43,299,3,1,High-End Luxury,Referral,Middle Age
10156,2023-11-17,265.62,21,320,3,0,Entry-Luxury,Social Media,Middle Age
10157,2023-02-09,38.5,39,39,0,0,High-End Luxury,Social Media,Young Adult
10157,2023-03-01,157.17,20,59,0,0,Mid-Luxury,Social Media,Young Adult
10157,2023-03-16,64.4,15,74,0,0,Entry-Luxury,Paid Search,Senior
10157,2023-03-30,6.45,14,88,0,0,Mid-Luxury,Organic,Young Adult
10157,2023-04-19,479.82,20,108,1,0,High-End Luxury,Social Media,Middle Age
10158,2023-01-05,172.13,4,4,0,0,High-End Luxury,Social Media,Middle Age
10159,2023-05-04,116.97,123,123,1,0,High-End Luxury,Organic,Middle Age
10159,2023-05-24,37.49,20,143,1,0,High-End Luxury,Organic,Young Adult
10159,2023-05-25,464.1,1,144,1,0,High-End Luxury,Referral,Young Adult
10159,2023-06-04,75.74,10,154,1,0,Entry-Luxury,Referral,Middle Age
10159,2023-09-15,191.58,103,257,2,0,High-End Luxury,Paid Search,Middle Age
10159,2024-01-04,304.62,111,368,4,1,High-End Luxury,Paid Search,Young Adult
10159,2024-02-01,57.27,28,396,4,0,High-End Luxury,Organic,Middle Age
10160,2023-04-04,740.54,93,93,1,0,Entry-Luxury,Referral,Middle Age
10160,2023-04-10,105.93,6,99,1,0,Mid-Luxury,Social Media,Young Adult
10160,2023-05-07,9.98,27,126,1,0,Mid-Luxury,Social Media,Young Adult
10160,2023-05-08,0.12,1,127,1,0,Mid-Luxury,Social Media,Middle Age
10160,2023-05-21,129.05,13,140,1,0,High-End Luxury,Organic,Young Adult
10160,2023-07-03,182.78,43,183,2,1,Mid-Luxury,Referral,Senior
10160,2023-07-09,526.72,6,189,2,0,High-End Luxury,Referral,Middle Age
10161,2023-02-21,378.69,51,51,0,0,Mid-Luxury,Referral,Young Adult
10161,2023-03-02,364.64,9,60,0,0,Entry-Luxury,Social Media,Young Adult
10161,2023-03-20,108.5,18,78,0,0,Mid-Luxury,Referral,Middle Age
10162,2023-03-01,189.76,59,59,0,0,Entry-Luxury,Organic,Young Adult
10162,2023-04-05,93.21,35,94,1,0,High-End Luxury,Organic,Middle Age
10162,2023-05-07,116.78,32,126,1,0,High-End Luxury,Referral,Middle Age
10162,2023-06-06,14.62,30,156,1,0,Mid-Luxury,Social Media,Middle Age
10163,2023-01-17,73.54,16,16,0,0,Mid-Luxury,Paid Search,Middle Age
10163,2023-02-05,51.26,19,35,0,0,High-End Luxury,Paid Search,Middle Age
10163,2023-02-22,53.27,17,52,0,0,Entry-Luxury,Referral,Middle Age
10163,2023-05-26,264.1,93,145,1,0,Mid-Luxury,Social Media,Young Adult
10164,2023-01-18,105.42,17,17,0,0,Mid-Luxury,Social Media,Young Adult
10164,2023-04-23,969.08,95,112,1,0,Entry-Luxury,Social Media,Young Adult
10164,2023-06-11,289.94,49,161,1,0,Mid-Luxury,Organic,Middle Age
10164,2023-06-12,499.35,1,162,1,0,Entry-Luxury,Referral,Young Adult
10164,2023-07-02,313.62,20,182,2,0,High-End Luxury,Paid Search,Young Adult
