日期,明细摘要,打款单位,豪爵车款,配件款,广宣及装修款,转存,其他,累计,付工厂货款,广宣及装修品,公司费用,财务费用,转存、保证金、还敞口,其他,累计,余额
20/07/2025,货款收取,楚雄腾绮意商贸有限公司,50000,,,,,"24,218,788.62",,,,,,,"30,053,731.49","7,450,068.38"
20/07/2025,货款收取,勐腊星恒车业有限公司,365640,,,,,"24,584,428.62",,,,,,,"30,053,731.49","7,815,708.38"
20/07/2025,货款收取,新平县阳铭摩托车行,207540,,,,,"24,791,968.62",,,,,,,"30,053,731.49","8,023,248.38"
20/07/2025,货款收取,勐腊陈龙检测服务有限公司,37940,,,,,"24,829,908.62",,,,,,,"30,053,731.49","8,061,188.38"
20/07/2025,货款收取,个旧市伟业摩托商行,25517,,,,,"24,855,425.62",,,,,,,"30,053,731.49","8,086,705.38"
20/07/2025,货款收取,砚山县锦鸿摩托车销售中心,82680,,,,,"24,938,105.62",,,,,,,"30,053,731.49","8,169,385.38"
20/07/2025,货款收取,文山豪诚商贸有限公司,111312,,,,,"25,049,417.62",,,,,,,"30,053,731.49","8,280,697.38"
20/07/2025,货款收取,富民震庭商贸有限公司,60290,,,,,"25,109,707.62",,,,,,,"30,053,731.49","8,340,987.38"
20/07/2025,货款收取,陇川县谷和摩托车销售有限公司,59291,,,,,"25,168,998.62",,,,,,,"30,053,731.49","8,400,278.38"
20/07/2025,货款收取,绥江县豪嚼商贸有限公司,250930,,,,,"25,419,928.62",,,,,,,"30,053,731.49","8,651,208.38"
20/07/2025,货款收取,楚雄市常青摩托车销售店,50000,,,,,"25,469,928.62",,,,,,,"30,053,731.49","8,701,208.38"
20/07/2025,货款收取,彝良畅安商贸有限公司,282830,,,,,"25,752,758.62",,,,,,,"30,053,731.49","8,984,038.38"
21/07/2025,广发海源路支行转入,,,,,300000,,"26,052,758.62",,,,,,,"30,053,731.49","9,284,038.38"
21/07/2025,货款收取,永胜县涛源镇鹤才摩托销售点,21850,,,,,"26,074,608.62",,,,,,,"30,053,731.49","9,305,888.38"
21/07/2025,现金转入,,,,,220000,,"26,294,608.62",,,,,,,"30,053,731.49","9,525,888.38"
21/07/2025,现金转入,,,,,4900000,,"31,194,608.62",,,,,,,"30,053,731.49","14,425,888.38"
21/07/2025,还敞口,,,,,,,"31,194,608.62",,,,,9975000,,"40,028,731.49","4,450,888.38"
21/07/2025,利息收入,,,,,,6948.88,"31,201,557.50",,,,,,,"40,028,731.49","4,457,837.26"
21/07/2025,转保证金办承兑,,,,,,,"31,201,557.50",,,,,4275000,,"44,303,731.49","182,837.26"
21/07/2025,浦发194转入,,,,,140000,,"31,341,557.50",,,,,,,"44,303,731.49","322,837.26"
21/07/2025,银承手续费,,,,,,,"31,341,557.50",,,,7125,,,"44,310,856.49","315,712.26"
21/07/2025,货款收取,巍山县爱车族摩托车销售有限公司,80000,,,,,"31,421,557.50",,,,,,,"44,310,856.49","395,712.26"
22/07/2025,货款收取,巍山县爱车族摩托车销售有限公司,16507,,,,,"31,438,064.50",,,,,,,"44,310,856.49","412,219.26"
22/07/2025,货款收取,丘北小开商贸有限公司,85072,,,,,"31,523,136.50",,,,,,,"44,310,856.49","497,291.26"
22/07/2025,货款收取,广南县顺旺商贸有限公司,150000,,,,,"31,673,136.50",,,,,,,"44,310,856.49","647,291.26"
22/07/2025,付昆明游家国际旅行社有限公司日本旅游尾款,,,,,,,"31,673,136.50",,,44655,,,,"44,355,511.49","602,636.26"
22/07/2025,货款收取,景东彝族自治县周进经贸有限公司,300000,,,,,"31,973,136.50",,,,1590,,,"44,357,101.49","901,046.26"
22/07/2025,货款收取,景洪平兴商贸有限公司,80350,,,,,"32,053,486.50",,,,,,,"44,357,101.49","981,396.26"
22/07/2025,货款收取,宜良县长峰贸易有限公司,90260,,,,,"32,143,746.50",,,,,,,"44,357,101.49","1,071,656.26"
24/07/2025,货款收取,临翔区博尚镇阿强车行,12670,,,,,"32,156,416.50",,,,,,,"44,357,101.49","1,084,326.26"
26/07/2025,付江门市鑫沣科技有限公司TR300plus改装套件款,,,,,,,"32,156,416.50",,,1700,,,,"44,358,801.49","1,082,626.26"
28/07/2025,货款收取,景洪益顺祥车行店（个人独资）,48920,,,,,"32,205,336.50",,,,,,,"44,358,801.49","1,131,546.26"
29/07/2025,付江门豪爵配件款,,,,,,,"32,205,336.50",1000000,,,,,,"45,358,801.49","131,546.26"
29/07/2025,货款收取,巧家县摩托车销售有限公司,690000,,,,,"32,895,336.50",,,,,,,"45,358,801.49","821,546.26"
29/07/2025,货款收取,丽江超越摩托车商贸有限,71901.2,,,,,"32,967,237.70",,,,,,,"45,358,801.49","893,447.46"
30/07/2025,货款收取,江城凯达摩托车销售商行,65000,,,,,"33,032,237.70",,,,,,,"45,358,801.49","958,447.46"
30/07/2025,货款收取,江城凯达摩托车销售商行,10201,,,,,"33,042,438.70",,,,,,,"45,358,801.49","968,648.46"
30/07/2025,货款收取,大理世通贸易有限公司,27630,,,,,"33,070,068.70",,,,,,,"45,358,801.49","996,278.46"
30/07/2025,货款收取,大理世通贸易有限公司,401198,,,,,"33,471,266.70",,,,,,,"45,358,801.49","1,397,476.46"
30/07/2025,货款收取,景东彝族自治县周进经贸有限公司,500000,,,,,"33,971,266.70",,,,,,,"45,358,801.49","1,897,476.46"
30/07/2025,货款收取,景东彝族自治县周进经贸有限公司,60000,,,,,"34,031,266.70",,,,,,,"45,358,801.49","1,957,476.46"
30/07/2025,货款收取,普洱天艺商贸有限公司,427009,,,,,"34,458,275.70",,,,,,,"45,358,801.49","2,384,485.46"
30/07/2025,货款收取,巍山县大仓杨泽摩托车商行,88722,,,,,"34,546,997.70",,,,,,,"45,358,801.49","2,473,207.46"
30/07/2025,付重庆竣南物流有限公司特区摩托车运费,,,,,,,"34,546,997.70",,,39820,,,,"45,398,621.49","2,433,387.46"
30/07/2025,货款收取,墨江县天艺摩托车销售有限公司,4487,,,,,"34,551,484.70",,,,,,,"45,398,621.49","2,437,874.46"
30/07/2025,货款收取,澜沧上允远程摩托车行,102487,,,,,"34,653,971.70",,,,,,,"45,398,621.49","2,540,361.46"
30/07/2025,货款收取,永平县永顺机动车销售有限公司,108110,,,,,"34,762,081.70",,,,,,,"45,398,621.49","2,648,471.46"
30/07/2025,货款收取,丘北小开商贸有限公司,10790,,,,,"34,772,871.70",,,,,,,"45,398,621.49","2,659,261.46"
30/07/2025,货款收取,临沧大发商贸有限公司,111119.83,,,,,"34,883,991.53",,,,,,,"45,398,621.49","2,770,381.29"
30/07/2025,货款收取,宜良县长峰贸易有限公司,,16513.9,,,,"34,900,505.43",,,,,,,"45,398,621.49","2,786,895.19"
30/07/2025,货款收取,宜良县长峰贸易有限公司,148313,,,,,"35,048,818.43",,,,,,,"45,398,621.49","2,935,208.19"
30/07/2025,货款收取,蒙自磊创商贸有限公司,43690,,,,,"35,092,508.43",,,,,,,"45,398,621.49","2,978,898.19"
30/07/2025,货款收取,凤庆县洪运车行,183371.03,,,,,"35,275,879.46",,,,,,,"45,398,621.49","3,162,269.22"
30/07/2025,货款收取,罗平县豪爵销售有限公司,17000,,,,,"35,292,879.46",,,,,,,"45,398,621.49","3,179,269.22"
30/07/2025,货款收取,宁蒗县家禾摩托车销售部,37917,,,,,"35,330,796.46",,,,,,,"45,398,621.49","3,217,186.22"
30/07/2025,货款收取,河口张氏兄弟商贸有限公司,70000,,,,,"35,400,796.46",,,,,,,"45,398,621.49","3,287,186.22"
30/07/2025,货款收取,临沧杰克商贸有限公司,106032.77,,,,,"35,506,829.23",,,,,,,"45,398,621.49","3,393,218.99"
30/07/2025,货款收取,保山鑫都商贸有限公司,100000,,,,,"35,606,829.23",,,,,,,"45,398,621.49","3,493,218.99"
30/07/2025,货款收取,普洱云弘云商务贸易有限公司,645116,,,,,"36,251,945.23",,,,,,,"45,398,621.49","4,138,334.99"
30/07/2025,货款收取,双江顺源摩托车销售有限责任公司,774000,,,,,"37,025,945.23",,,,,,,"45,398,621.49","4,912,334.99"
30/07/2025,货款收取,陆良县环亚商贸有限责任公司,73000,,,,,"37,098,945.23",,,,,,,"45,398,621.49","4,985,334.99"
30/07/2025,货款收取,弥勒市隆兴车行,56165.8,,,,,"37,155,111.03",,,,,,,"45,398,621.49","5,041,500.79"
30/07/2025,货款收取,绥江县豪嚼商贸有限公司,215060,,,,,"37,370,171.03",,,,,,,"45,398,621.49","5,256,560.79"
30/07/2025,货款收取,大关徐师贸易有限公司,484708,,,,,"37,854,879.03",,,,,,,"45,398,621.49","5,741,268.79"
30/07/2025,货款收取,昭通市昭阳区万众商贸有限责任公司,179514,,,,,"38,034,393.03",,,,,,,"45,398,621.49","5,920,782.79"
31/07/2025,货款收取,宁洱孟翔摩托车销售有限公司,60842,,,,,"38,095,235.03",,,,,,,"45,398,621.49","5,981,624.79"
31/07/2025,货款收取,盈江县驰盛商贸有限公司,603852,,,,,"38,699,087.03",,,,,,,"45,398,621.49","6,585,476.79"
31/07/2025,货款收取,龙陵县何氏摩托车销售有限责任公司,349485,,,,,"39,048,572.03",,,,,,,"45,398,621.49","6,934,961.79"
31/07/2025,货款收取,曲靖市麒麟区乐骑摩托车行,172000,,,,,"39,220,572.03",,,,,,,"45,398,621.49","7,106,961.79"
31/07/2025,货款收取,镇沅金盛摩托车销售有限公司,109711,,,,,"39,330,283.03",,,,,,,"45,398,621.49","7,216,672.79"
31/07/2025,货款收取,富民震庭商贸有限公司,14820,,,,,"39,345,103.03",,,,,,,"45,398,621.49","7,231,492.79"
31/07/2025,货款收取,盐津云和摩托车销售有限公司,259490,,,,,"39,604,593.03",,,,,,,"45,398,621.49","7,490,982.79"
31/07/2025,货款收取,澜沧广进商贸有限公司,273933,,,,,"39,878,526.03",,,,,,,"45,398,621.49","7,764,915.79"
31/07/2025,货款收取,施甸县姚关镇世纪风摩托车行,64787,,,,,"39,943,313.03",,,,,,,"45,398,621.49","7,829,702.79"
31/07/2025,货款收取,镇雄建君商贸有限公司,112405,,,,,"40,055,718.03",,,,,,,"45,398,621.49","7,942,107.79"
31/07/2025,货款收取,云县雄辉摩托车销售有限公司,220000,,,,,"40,275,718.03",,,,,,,"45,398,621.49","8,162,107.79"
31/07/2025,货款收取,威信县鑫茂摩托车销售店,199435,,,,,"40,475,153.03",,,,,,,"45,398,621.49","8,361,542.79"
31/07/2025,货款收取,禄劝顺风摩托车经营部,55800,,,,,"40,530,953.03",,,,,,,"45,398,621.49","8,417,342.79"
31/07/2025,货款收取,芒市约林摩托车销售有限责任公司,171819,,,,,"40,702,772.03",,,,,,,"45,398,621.49","8,589,161.79"
31/07/2025,货款收取,开远新五豪经贸有限公司,120622,,,,,"40,823,394.03",,,,,,,"45,398,621.49","8,709,783.79"
31/07/2025,货款收取,富宁县夏亮摩托车销售店,1815,,,,,"40,825,209.03",,,,,,,"45,398,621.49","8,711,598.79"
31/07/2025,付常州豪爵成车款,,,,,,,"40,825,209.03",5000000,,,,,,"50,398,621.49","3,711,598.79"
31/07/2025,货款收取,建水永坤摩托车销售有限责任公司,65979,,,,,"40,891,188.03",,,,,,,"50,398,621.49","3,777,577.79"
31/07/2025,货款收取,祥云旭鑫机车销售有限公司,120000,,,,,"41,011,188.03",,,,,,,"50,398,621.49","3,897,577.79"
31/07/2025,货款收取,寻甸仁德路达摩托车经营部,11090,,,,,"41,022,278.03",,,,,,,"50,398,621.49","3,908,667.79"
31/07/2025,货款收取,巍山县爱车族摩托车销售有限公司,40193,,,,,"41,062,471.03",,,,,,,"50,398,621.49","3,948,860.79"
31/07/2025,货款收取,勐腊陈龙检测服务有限公司,38159,,,,,"41,100,630.03",,,,,,,"50,398,621.49","3,987,019.79"
31/07/2025,货款收取,河口县桥头乡泉佳摩托车行,2524,,,,,"41,103,154.03",,,,,,,"50,398,621.49","3,989,543.79"
31/07/2025,货款收取,麻栗坡县骑王摩托车销售有限公司,495000,,,,,"41,598,154.03",,,,,,,"50,398,621.49","4,484,543.79"
31/07/2025,货款收取,富宁腾顺商贸有限责任公司,116272,,,,,"41,714,426.03",,,,,,,"50,398,621.49","4,600,815.79"
31/07/2025,货款收取,芒市何氏摩托车销售有限责任公司,166245,,,,,"41,880,671.03",,,,,,,"50,398,621.49","4,767,060.79"
31/07/2025,货款收取,双江昌隆商贸有限责任公司,100000,,,,,"41,980,671.03",,,,,,,"50,398,621.49","4,867,060.79"
31/07/2025,货款收取,双柏县易兴摩托车销售有限公司,25000,,,,,"42,005,671.03",,,,,,,"50,398,621.49","4,892,060.79"
31/07/2025,货款收取,屏边县诚远摩托车销售总汇,165604,,,,,"42,171,275.03",,,,,,,"50,398,621.49","5,057,664.79"
31/07/2025,货款收取,双江顺源摩托车销售有限责任公司,100000,,,,,"42,271,275.03",,,,,,,"50,398,621.49","5,157,664.79"
31/07/2025,货款收取,马关县兴贵车行,150000,,,,,"42,421,275.03",,,,,,,"50,398,621.49","5,307,664.79"
31/07/2025,货款收取,宾川骄龙摩托销售有限责任公司,64122,,,,,"42,485,397.03",,,,,,,"50,398,621.49","5,371,786.79"
31/07/2025,货款收取,陇川县翰林摩托车销售经营部,69524,,,,,"42,554,921.03",,,,,,,"50,398,621.49","5,441,310.79"
31/07/2025,货款收取,鲁甸县兴涛商贸有限,100000,,,,,"42,654,921.03",,,,,,,"50,398,621.49","5,541,310.79"
31/07/2025,货款收取,孟连浩瀚商贸有限责任公司,344356,,,,,"42,999,277.03",,,,,,,"50,398,621.49","5,885,666.79"
31/07/2025,货款收取,永胜县涛源镇鹤才摩托销售点,9883,,,,,"43,009,160.03",,,,,,,"50,398,621.49","5,895,549.79"
31/07/2025,货款收取,澜沧上允小铭佳摩托车车行,109000,,,,,"43,118,160.03",,,,,,,"50,398,621.49","6,004,549.79"
31/07/2025,货款收取,昭通市昭阳区隆盛商贸有限责任公司,148943,,,,,"43,267,103.03",,,,,,,"50,398,621.49","6,153,492.79"
31/07/2025,货款收取,砚山县锦鸿摩托车销售有限责任公司,14442,,,,,"43,281,545.03",,,,,,,"50,398,621.49","6,167,934.79"
31/07/2025,货款收取,元谋县元马万达车行,91680,,,,,"43,373,225.03",,,,,,,"50,398,621.49","6,259,614.79"
31/07/2025,货款收取,腾冲市源鑫机动车经贸有限责任公司,300000,,,,,"43,673,225.03",,,,,,,"50,398,621.49","6,559,614.79"
31/07/2025,货款收取,云南省蒙自市骑士摩托车商贸有限公司,109862,,,,,"43,783,087.03",,,,,,,"50,398,621.49","6,669,476.79"
31/07/2025,货款收取,勐腊星恒车业有限公司,304180,,,,,"44,087,267.03",,,,,,,"50,398,621.49","6,973,656.79"
31/07/2025,货款收取,楚雄腾绮意商贸有限公司,80000,,,,,"44,167,267.03",,,,,,,"50,398,621.49","7,053,656.79"
31/07/2025,货款收取,昌宁易迅摩托车销售中心,193720,,,,,"44,360,987.03",,,,,,,"50,398,621.49","7,247,376.79"
31/07/2025,货款收取,昌宁易迅摩托车销售中心,300000,,,,,"44,660,987.03",,,,,,,"50,398,621.49","7,547,376.79"
31/07/2025,货款收取,漾濞伟林摩托车商行,242940,,,,,"44,903,927.03",,,,,,,"50,398,621.49","7,790,316.79"
31/07/2025,货款收取,永善县顺风商贸有限公司,337456,,,,,"45,241,383.03",,,,,,,"50,398,621.49","8,127,772.79"
31/07/2025,货款收取,个旧市伟业摩托商行,22050,,,,,"45,263,433.03",,,,,,,"50,398,621.49","8,149,822.79"
31/07/2025,货款收取,泸西县小雄机车经营部,5199,,,,,"45,268,632.03",,,,,,,"50,398,621.49","8,155,021.79"
31/07/2025,货款收取,景洪景庆摩托车行,70046,,,,,"45,338,678.03",,,,,,,"50,398,621.49","8,225,067.79"
31/07/2025,货款收取,新平县阳铭摩托车,420000,,,,,"45,758,678.03",,,,,,,"50,398,621.49","8,645,067.79"
31/07/2025,货款收取,临翔区博尚镇阿强车行,12743,,,,,"45,771,421.03",,,,,,,"50,398,621.49","8,657,810.79"
31/07/2025,货款收取,陇川县谷和摩托车销售有限公司,26780,,,,,"45,798,201.03",,,,,,,"50,398,621.49","8,684,590.79"
31/07/2025,货款收取,彝良畅安商贸有限公司,180951,,,,,"45,979,152.03",,,,,,,"50,398,621.49","8,865,541.79"
31/07/2025,货款收取,景洪平兴商贸有限公司,1886,,,,,"45,981,038.03",,,,,,,"50,398,621.49","8,867,427.79"
31/07/2025,货款收取,瑞丽市何氏摩托车经营部,45476,,,,,"46,026,514.03",,,,,,,"50,398,621.49","8,912,903.79"
31/07/2025,货款收取,文山豪诚商贸有限公司,136098.4,,,,,"46,162,612.43",,,,,,,"50,398,621.49","9,049,002.19"
31/07/2025,货款收取,广南县顺旺商贸有限公司,50000,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
31/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
23/07/2025,,,,,,,,"46,212,612.43",,,,,,,"50,398,621.49","9,099,002.19"
